0,1,1
1,-0.000697582,0.00184338
2,0.000975005,-0.00481744
3,-0.00267885,0.00176063
4,-0.00247908,-0.00481443
5,-0.000559665,0.00516799
6,0.00173719,-0.000559993
7,-0.00230384,0.00187656
8,-0.0037631,-0.00110812
9,-0.00222,0.00178458
10,-0.00412599,0.000708359
11,-0.00131094,-0.00680587
12,-0.000574229,0.00718473
13,0.044783,0.00115896
14,-0.00062745,-0.00579858
15,-0.00192782,-0.00300376
16,-0.00121731,-0.00612739
17,-0.00116246,-0.00175208
18,-0.000413619,-0.00107964
19,0.0143468,-0.00758264
20,0.00315963,-0.000825899
21,-0.00226506,-0.000289795
22,-0.000227673,0.000769736
23,-0.00187568,-0.00655413
24,-0.002558,0.00486604
25,0.000863008,-0.00446334
26,-0.00064314,0.00710874
27,-0.0037468,-0.00340228
28,-0.00176512,-0.00460857
29,-0.00407022,-0.0045498
30,-0.00237974,-0.00322418
31,-0.00149222,-0.00665605
32,-0.00287413,-0.00398599
33,-0.00491578,-0.00595819
34,-0.00278618,-0.0110645
35,-0.000687671,-0.00359162
36,-0.000185363,-0.00345805
37,0.00421433,-0.00496182
38,-0.000539864,-0.00557021
39,-0.00268073,0.00491434
40,-0.0048246,-0.00480848
41,-0.00216125,0.00161084
42,-0.00299903,-0.00265302
43,-0.00167553,0.00553503
44,-0.00149982,-0.00354372
45,-0.00862725,-0.0122612
46,-0.00412461,0.00183993
47,-0.00493823,-0.00246807
48,0.0090405,-0.00208947
49,-0.0063966,0.000423655
50,-0.00325549,-0.00036463
51,-0.00214706,0.00135019
52,-0.0038852,0.00156527
53,-0.00497684,0.000794641
54,-0.000326736,-0.00571064
55,-0.00334465,-0.00124423
56,-0.00486459,-0.00471767
57,0.00141991,-0.00521966
58,-0.00185471,-0.00431252
59,-0.00597888,-0.00475722
60,-0.00787259,-0.00298221
61,-0.00361916,0.00441663
62,-0.000487737,-0.00388267
63,-0.00284732,-4.52178e-06
64,-0.00315486,-0.00494767
65,-0.00138349,-0.0031846
66,-0.00281193,-0.00394394
67,-0.00261091,-0.0043191
68,-0.00576522,0.00284733
69,-0.00571744,-0.0118089
70,-0.00548894,-0.000651385
71,-0.00489969,0.000730629
72,-0.00313584,-0.00658867
73,0.0159967,-0.00223712
74,-0.00412852,-0.00371798
75,-0.00818919,-0.00108223
76,-0.00650048,-0.0075572
77,-0.00355549,-0.001101
78,-0.00298959,-0.00609227
79,-0.00555301,0.000364292
80,-0.0018024,-0.0076912
81,-0.0248484,-0.0031691
82,-0.00577538,-0.00439065
83,0.00464062,-0.00987755
84,-0.00658453,-0.0160935
85,-0.0050163,-0.00473848
